datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day,weekday,month,CO(GT)_rolling3,NOx(GT)_rolling3,NO2(GT)_rolling3,C6H6(GT)_rolling3,CO(GT)_lag1,NOx(GT)_lag1,NO2(GT)_lag1,C6H6(GT)_lag1
2004-03-15 20:00:00,6.5,1895.0,538.0,31.0,1573.0,320.0,565.0,165.0,2443.0,1992.0,18.3,52.6,1.0945,20.0,15.0,0.0,3.0,6.866666666666667,346.0,171.33333333333334,34.1,8.0,404.0,187.0,39.2
2004-03-15 21:00:00,4.2,1595.0,319.0,19.9,1294.0,256.0,678.0,145.0,2058.0,1707.0,16.7,57.4,1.0786,21.0,15.0,0.0,3.0,6.233333333333333,326.6666666666667,165.66666666666666,30.03333333333333,6.5,320.0,165.0,31.0
2004-03-15 22:00:00,3.2,1439.0,224.0,15.3,1159.0,193.0,764.0,125.0,1856.0,1494.0,15.7,60.2,1.0654,22.0,15.0,0.0,3.0,4.633333333333334,256.3333333333333,145.0,22.066666666666663,4.2,256.0,145.0,19.9
2004-03-15 23:00:00,1.4,1142.0,67.0,6.9,852.0,89.0,1008.0,101.0,1547.0,1164.0,15.3,61.4,1.058,23.0,15.0,0.0,3.0,2.9333333333333336,179.33333333333334,123.66666666666667,14.033333333333331,3.2,193.0,125.0,15.3
2004-03-16 00:00:00,2.1,1304.0,155.0,11.1,1019.0,127.0,852.0,103.0,1731.0,1272.0,14.1,65.7,1.0494,0.0,16.0,1.0,3.0,2.2333333333333334,136.33333333333334,109.66666666666667,11.1,1.4,89.0,101.0,6.9
2004-03-16 01:00:00,1.2,1074.0,49.0,5.4,784.0,79.0,1098.0,88.0,1483.0,1040.0,14.8,60.6,1.0148,1.0,16.0,1.0,3.0,1.5666666666666667,98.33333333333333,97.33333333333333,7.799999999999997,2.1,127.0,103.0,11.1
2004-03-16 02:00:00,0.8,968.0,29.0,2.8,640.0,43.0,1320.0,61.0,1386.0,867.0,14.8,59.2,0.9879,2.0,16.0,1.0,3.0,1.3666666666666665,83.0,84.0,6.433333333333331,1.2,79.0,88.0,5.4
2004-03-16 06:00:00,0.9,1017.0,27.0,3.5,681.0,82.0,1246.0,64.0,1418.0,870.0,11.2,68.5,0.9081,6.0,16.0,1.0,3.0,0.75,59.666666666666664,58.333333333333336,2.6999999999999975,0.6,38.0,52.0,2.0
2004-03-16 07:00:00,1.3,1171.0,50.0,5.1,770.0,99.0,1162.0,70.0,1467.0,930.0,11.0,66.5,0.8705,7.0,16.0,1.0,3.0,0.9333333333333332,73.0,62.0,3.533333333333331,0.9,82.0,64.0,3.5
2004-03-16 08:00:00,3.4,1541.0,218.0,16.2,1185.0,263.0,770.0,97.0,1889.0,1407.0,11.7,63.7,0.8719,8.0,16.0,1.0,3.0,1.8666666666666665,148.0,77.0,8.266666666666664,1.3,99.0,70.0,5.1
2004-03-16 09:00:00,3.7,1539.0,285.0,19.7,1287.0,229.0,698.0,95.0,2055.0,1507.0,13.6,56.3,0.8743,9.0,16.0,1.0,3.0,2.8000000000000003,197.0,87.33333333333333,13.666666666666664,3.4,263.0,97.0,16.2
2004-03-16 10:00:00,5.3,1735.0,437.0,25.1,1431.0,396.0,628.0,150.0,2211.0,1843.0,17.8,42.9,0.8672,10.0,16.0,1.0,3.0,4.133333333333333,296.0,114.0,20.333333333333332,3.7,229.0,95.0,19.7
2004-03-16 11:00:00,4.1,1571.0,327.0,20.0,1297.0,314.0,730.0,162.0,1973.0,1729.0,21.4,33.3,0.8417,11.0,16.0,1.0,3.0,4.366666666666667,313.0,135.66666666666666,21.599999999999998,5.3,396.0,150.0,25.1
2004-03-16 12:00:00,3.3,1452.0,283.0,18.3,1250.0,217.0,776.0,154.0,1868.0,1583.0,24.4,27.4,0.8231,12.0,16.0,1.0,3.0,4.233333333333333,309.0,155.33333333333334,21.13333333333333,4.1,314.0,162.0,20.0
2004-03-16 13:00:00,4.0,1579.0,366.0,22.3,1359.0,252.0,724.0,161.0,1998.0,1671.0,25.3,26.1,0.8264,13.0,16.0,1.0,3.0,3.7999999999999994,261.0,159.0,20.2,3.3,217.0,154.0,18.3
2004-03-16 14:00:00,3.8,1466.0,318.0,20.4,1309.0,263.0,773.0,161.0,1897.0,1491.0,25.8,23.2,0.7589,14.0,16.0,1.0,3.0,3.6999999999999997,244.0,158.66666666666666,20.333333333333332,4.0,252.0,161.0,22.3
2004-03-16 15:00:00,2.8,1280.0,228.0,14.6,1136.0,180.0,893.0,128.0,1675.0,1240.0,27.0,20.2,0.7094,15.0,16.0,1.0,3.0,3.533333333333333,231.66666666666666,150.0,19.099999999999998,3.8,263.0,161.0,20.4
2004-03-16 16:00:00,2.9,1407.0,201.0,16.6,1197.0,184.0,905.0,129.0,1759.0,1313.0,28.2,18.6,0.7014,16.0,16.0,1.0,3.0,3.1666666666666665,209.0,139.33333333333334,17.2,2.8,180.0,128.0,14.6
2004-03-16 17:00:00,2.9,1389.0,199.0,15.8,1173.0,190.0,898.0,133.0,1739.0,1363.0,28.0,19.1,0.7098,17.0,16.0,1.0,3.0,2.8666666666666667,184.66666666666666,130.0,15.666666666666666,2.9,184.0,129.0,16.6
2004-03-16 18:00:00,3.4,1447.0,237.0,17.8,1235.0,184.0,859.0,139.0,1778.0,1296.0,23.9,25.7,0.7519,18.0,16.0,1.0,3.0,3.0666666666666664,186.0,133.66666666666666,16.733333333333334,2.9,190.0,133.0,15.8
2004-03-16 19:00:00,3.9,1551.0,261.0,19.1,1271.0,181.0,800.0,137.0,1875.0,1432.0,21.3,34.8,0.873,19.0,16.0,1.0,3.0,3.4,185.0,136.33333333333334,17.566666666666666,3.4,184.0,139.0,17.8
2004-03-16 20:00:00,3.2,1474.0,230.0,15.8,1173.0,166.0,854.0,143.0,1776.0,1432.0,20.4,36.7,0.8704,20.0,16.0,1.0,3.0,3.5,177.0,139.66666666666666,17.566666666666666,3.9,181.0,137.0,19.1
2004-03-16 21:00:00,5.1,1800.0,349.0,24.9,1426.0,317.0,700.0,177.0,2106.0,2034.0,19.0,41.3,0.9007,21.0,16.0,1.0,3.0,4.066666666666666,221.33333333333334,152.33333333333334,19.933333333333334,3.2,166.0,143.0,15.8
2004-03-16 22:00:00,2.6,1379.0,183.0,13.5,1101.0,184.0,818.0,138.0,1710.0,1602.0,17.9,45.9,0.9342,22.0,16.0,1.0,3.0,3.6333333333333333,222.33333333333334,152.66666666666666,18.066666666666666,5.1,317.0,177.0,24.9
2004-03-16 23:00:00,1.7,1201.0,88.0,9.1,943.0,130.0,935.0,117.0,1560.0,1362.0,16.7,48.9,0.9226,23.0,16.0,1.0,3.0,3.1333333333333333,210.33333333333334,144.0,15.83333333333333,2.6,184.0,138.0,13.5
2004-03-17 00:00:00,1.7,1205.0,85.0,8.6,925.0,132.0,922.0,107.0,1547.0,1314.0,15.5,52.9,0.9271,0.0,17.0,2.0,3.0,2.0,148.66666666666666,120.66666666666667,10.399999999999999,1.7,130.0,117.0,9.1
2004-03-17 01:00:00,1.2,1072.0,47.0,5.4,784.0,95.0,1066.0,90.0,1442.0,1114.0,15.5,51.9,0.9059,1.0,17.0,2.0,3.0,1.5333333333333332,119.0,104.66666666666667,7.699999999999998,1.7,132.0,107.0,8.6
2004-03-17 02:00:00,0.9,998.0,34.0,4.1,714.0,70.0,1169.0,79.0,1383.0,992.0,14.1,55.6,0.891,2.0,17.0,2.0,3.0,1.2666666666666666,99.0,92.0,6.033333333333331,1.2,95.0,90.0,5.4
2004-03-17 06:00:00,0.5,891.0,18.0,1.9,576.0,46.0,1417.0,53.0,1289.0,733.0,11.9,57.4,0.7978,6.0,17.0,2.0,3.0,0.5,42.666666666666664,51.0,1.799999999999999,0.5,28.0,40.0,1.6
2004-03-17 07:00:00,1.6,1173.0,84.0,7.5,878.0,160.0,1038.0,84.0,1556.0,1052.0,9.9,65.2,0.7956,7.0,17.0,2.0,3.0,0.8666666666666667,78.0,59.0,3.6666666666666656,0.5,46.0,53.0,1.9
2004-03-17 08:00:00,4.1,1587.0,260.0,21.4,1334.0,320.0,702.0,108.0,1999.0,1534.0,11.1,60.2,0.7958,8.0,17.0,2.0,3.0,2.0666666666666664,175.33333333333334,81.66666666666667,10.266666666666666,1.6,160.0,84.0,7.5
2004-03-17 09:00:00,6.6,1852.0,534.0,36.4,1696.0,377.0,553.0,127.0,2535.0,1931.0,14.1,50.0,0.802,9.0,17.0,2.0,3.0,4.1,285.6666666666667,106.33333333333333,21.766666666666666,4.1,320.0,108.0,21.4
2004-03-17 10:00:00,4.3,1522.0,368.0,21.3,1331.0,280.0,703.0,134.0,2026.0,1734.0,17.7,40.1,0.8048,10.0,17.0,2.0,3.0,5.0,325.6666666666667,123.0,26.366666666666664,6.6,377.0,127.0,36.4
2004-03-17 11:00:00,2.9,1438.0,200.0,15.4,1161.0,221.0,819.0,135.0,1782.0,1595.0,21.1,33.4,0.8265,11.0,17.0,2.0,3.0,4.6,292.6666666666667,132.0,24.366666666666664,4.3,280.0,134.0,21.3
2004-03-17 12:00:00,2.5,1393.0,145.0,12.5,1067.0,210.0,905.0,142.0,1654.0,1490.0,24.3,28.3,0.8471,12.0,17.0,2.0,3.0,3.233333333333333,237.0,137.0,16.400000000000002,2.9,221.0,135.0,15.4
2004-03-17 13:00:00,2.8,1452.0,188.0,15.1,1152.0,204.0,861.0,153.0,1747.0,1508.0,25.6,25.6,0.8254,13.0,17.0,2.0,3.0,2.733333333333333,211.66666666666666,143.33333333333334,14.333333333333334,2.5,210.0,142.0,12.5
2004-03-17 14:00:00,2.6,1389.0,152.0,13.7,1108.0,161.0,887.0,123.0,1712.0,1334.0,25.9,25.9,0.8503,14.0,17.0,2.0,3.0,2.6333333333333333,191.66666666666666,139.33333333333334,13.766666666666666,2.8,204.0,153.0,15.1
2004-03-17 15:00:00,2.0,1207.0,103.0,10.4,994.0,135.0,1013.0,104.0,1520.0,1045.0,26.8,18.7,0.65,15.0,17.0,2.0,3.0,2.466666666666667,166.66666666666666,126.66666666666667,13.066666666666668,2.6,161.0,123.0,13.7
2004-03-17 16:00:00,2.9,1365.0,193.0,15.2,1154.0,186.0,940.0,129.0,1679.0,1221.0,29.3,15.8,0.6309,16.0,17.0,2.0,3.0,2.5,160.66666666666666,118.66666666666667,13.1,2.0,135.0,104.0,10.4
2004-03-17 17:00:00,2.5,1247.0,134.0,12.3,1060.0,147.0,1032.0,114.0,1525.0,1069.0,28.5,14.9,0.5708,17.0,17.0,2.0,3.0,2.466666666666667,156.0,115.66666666666667,12.633333333333333,2.9,186.0,129.0,15.2
2004-03-17 18:00:00,5.0,1557.0,386.0,27.0,1478.0,299.0,793.0,158.0,1981.0,1569.0,25.9,16.0,0.5237,18.0,17.0,2.0,3.0,3.466666666666667,210.66666666666666,133.66666666666666,18.166666666666668,2.5,147.0,114.0,12.3
2004-03-17 19:00:00,7.6,1973.0,577.0,38.4,1737.0,411.0,617.0,194.0,2414.0,2306.0,23.1,26.5,0.7403,19.0,17.0,2.0,3.0,5.033333333333333,285.6666666666667,155.33333333333334,25.899999999999995,5.0,299.0,158.0,27.0
2004-03-17 20:00:00,6.7,1975.0,523.0,35.1,1667.0,347.0,597.0,182.0,2416.0,2359.0,20.5,38.2,0.9133,20.0,17.0,2.0,3.0,6.433333333333334,352.3333333333333,178.0,33.5,7.6,411.0,194.0,38.4
2004-03-17 21:00:00,5.7,1795.0,472.0,27.2,1485.0,336.0,653.0,180.0,2174.0,2050.0,19.1,42.6,0.9294,21.0,17.0,2.0,3.0,6.666666666666667,364.6666666666667,185.33333333333334,33.56666666666667,6.7,347.0,182.0,35.1
2004-03-17 22:00:00,2.8,1444.0,206.0,15.0,1150.0,202.0,770.0,136.0,1727.0,1727.0,17.2,44.1,0.8558,22.0,17.0,2.0,3.0,5.066666666666666,295.0,166.0,25.766666666666666,5.7,336.0,180.0,27.2
2004-03-17 23:00:00,2.6,1488.0,216.0,15.7,1171.0,178.0,731.0,127.0,1778.0,1705.0,16.0,50.9,0.9206,23.0,17.0,2.0,3.0,3.7000000000000006,238.66666666666666,147.66666666666666,19.3,2.8,202.0,136.0,15.0
2004-03-18 00:00:00,2.3,1371.0,159.0,13.0,1083.0,154.0,796.0,116.0,1669.0,1551.0,14.8,53.9,0.9024,0.0,18.0,3.0,3.0,2.5666666666666664,178.0,126.33333333333333,14.566666666666668,2.6,178.0,127.0,15.7
2004-03-18 01:00:00,1.4,1161.0,70.0,8.1,904.0,92.0,947.0,107.0,1502.0,1240.0,14.3,55.4,0.8975,1.0,18.0,3.0,3.0,2.1,141.33333333333334,116.66666666666667,12.266666666666666,2.3,154.0,116.0,13.0
2004-03-18 02:00:00,1.0,1064.0,44.0,5.5,787.0,61.0,1057.0,88.0,1407.0,1115.0,14.8,52.1,0.8686,2.0,18.0,3.0,3.0,1.5666666666666664,102.33333333333333,103.66666666666667,8.866666666666667,1.4,92.0,107.0,8.1
2004-03-18 06:00:00,0.7,938.0,26.0,3.0,650.0,68.0,1251.0,71.0,1333.0,893.0,10.9,62.1,0.8113,6.0,18.0,3.0,3.0,0.6499999999999999,55.0,68.66666666666667,2.8000000000000003,0.6,37.0,57.0,2.5
2004-03-18 07:00:00,1.5,1166.0,78.0,7.7,885.0,139.0,1005.0,85.0,1551.0,1075.0,10.6,63.3,0.8067,7.0,18.0,3.0,3.0,0.9333333333333332,81.33333333333333,71.0,4.3999999999999995,0.7,68.0,71.0,3.0
2004-03-18 08:00:00,4.7,1643.0,319.0,23.3,1384.0,339.0,667.0,124.0,2094.0,1610.0,11.5,60.0,0.8117,8.0,18.0,3.0,3.0,2.3000000000000003,182.0,93.33333333333333,11.333333333333334,1.5,139.0,85.0,7.7
2004-03-18 09:00:00,6.6,1934.0,506.0,35.8,1682.0,421.0,541.0,151.0,2468.0,2051.0,14.3,50.6,0.8186,9.0,18.0,3.0,3.0,4.266666666666667,299.6666666666667,120.0,22.266666666666666,4.7,339.0,124.0,23.3
2004-03-22 16:00:00,2.3,1076.0,451.0,11.6,1034.0,150.0,964.0,101.0,1544.0,813.0,21.3,24.2,0.606,16.0,22.0,0.0,3.0,2.1999999999999997,137.66666666666666,99.66666666666667,11.166666666666666,2.1,130.0,99.0,10.7
2004-03-22 17:00:00,2.6,1152.0,185.0,12.4,1062.0,138.0,928.0,103.0,1606.0,850.0,20.2,28.5,0.6682,17.0,22.0,0.0,3.0,2.333333333333333,139.33333333333334,101.0,11.566666666666665,2.3,150.0,101.0,11.6
2004-03-22 18:00:00,3.8,1407.0,426.0,18.3,1249.0,213.0,720.0,129.0,1932.0,1276.0,17.0,43.1,0.8264,18.0,22.0,0.0,3.0,2.9,167.0,111.0,14.100000000000001,2.6,138.0,103.0,12.4
2004-03-22 19:00:00,4.4,1438.0,672.0,21.0,1325.0,232.0,678.0,143.0,1993.0,1401.0,15.6,47.4,0.8347,19.0,22.0,0.0,3.0,3.6,194.33333333333334,125.0,17.233333333333334,3.8,213.0,129.0,18.3
2004-03-22 20:00:00,4.5,1425.0,624.0,21.0,1325.0,238.0,678.0,146.0,1965.0,1356.0,15.3,47.4,0.8178,20.0,22.0,0.0,3.0,4.233333333333333,227.66666666666666,139.33333333333334,20.1,4.4,232.0,143.0,21.0
2004-03-22 21:00:00,3.3,1279.0,325.0,14.5,1131.0,180.0,775.0,124.0,1758.0,1243.0,14.5,49.7,0.8177,21.0,22.0,0.0,3.0,4.066666666666666,216.66666666666666,137.66666666666666,18.833333333333332,4.5,238.0,146.0,21.0
2004-03-22 22:00:00,2.0,1132.0,143.0,8.4,916.0,128.0,920.0,113.0,1561.0,1083.0,13.9,52.0,0.8231,22.0,22.0,0.0,3.0,3.266666666666666,182.0,127.66666666666667,14.633333333333333,3.3,180.0,124.0,14.5
2004-03-22 23:00:00,1.1,1006.0,89.0,4.3,729.0,65.0,1142.0,80.0,1370.0,795.0,14.5,49.4,0.8106,23.0,22.0,0.0,3.0,2.133333333333333,124.33333333333333,105.66666666666667,9.066666666666666,2.0,128.0,113.0,8.4
2004-03-23 00:00:00,0.9,982.0,73.0,3.8,700.0,53.0,1204.0,72.0,1359.0,735.0,13.8,51.4,0.8071,0.0,23.0,1.0,3.0,1.333333333333333,82.0,88.33333333333333,5.5,1.1,65.0,80.0,4.3
2004-03-23 01:00:00,0.8,969.0,48.0,2.7,636.0,47.0,1271.0,64.0,1309.0,684.0,14.0,51.3,0.8163,1.0,23.0,1.0,3.0,0.9333333333333331,55.0,72.0,3.6,0.9,53.0,72.0,3.8
2004-03-23 02:00:00,0.7,941.0,47.0,2.5,621.0,51.0,1298.0,70.0,1330.0,714.0,13.0,56.8,0.8444,2.0,23.0,1.0,3.0,0.7999999999999997,50.333333333333336,68.66666666666667,3.0,0.8,47.0,64.0,2.7
2004-03-23 06:00:00,0.5,909.0,26.0,1.8,567.0,33.0,1542.0,47.0,1287.0,418.0,9.6,75.4,0.9004,6.0,23.0,1.0,3.0,0.3999999999999996,22.0,33.333333333333336,1.0666666666666667,0.3,13.0,22.0,0.6
2004-03-23 07:00:00,1.1,1061.0,60.0,4.6,745.0,103.0,1178.0,88.0,1429.0,616.0,9.8,75.0,0.9093,7.0,23.0,1.0,3.0,0.6333333333333331,49.666666666666664,52.333333333333336,2.3333333333333335,0.5,33.0,47.0,1.8
2004-03-23 08:00:00,3.0,1441.0,248.0,14.2,1124.0,224.0,851.0,130.0,1829.0,1089.0,10.0,74.2,0.9117,8.0,23.0,1.0,3.0,1.5333333333333332,120.0,88.33333333333333,6.866666666666666,1.1,103.0,88.0,4.6
2004-03-23 09:00:00,3.8,1498.0,535.0,21.0,1325.0,244.0,684.0,132.0,2095.0,1329.0,11.2,69.7,0.9232,9.0,23.0,1.0,3.0,2.633333333333333,190.33333333333334,116.66666666666667,13.266666666666666,3.0,224.0,130.0,14.2
2004-03-23 10:00:00,3.4,1343.0,340.0,16.2,1185.0,237.0,760.0,132.0,1857.0,1311.0,12.0,62.9,0.8803,10.0,23.0,1.0,3.0,3.4,235.0,131.33333333333334,17.13333333333333,3.8,244.0,132.0,21.0
2004-03-23 11:00:00,3.0,1308.0,325.0,15.5,1166.0,220.0,792.0,131.0,1794.0,1236.0,12.8,55.8,0.821,11.0,23.0,1.0,3.0,3.4,233.66666666666666,131.66666666666666,17.566666666666666,3.4,237.0,132.0,16.2
2004-03-23 12:00:00,2.7,1209.0,267.0,13.4,1097.0,207.0,837.0,129.0,1746.0,1147.0,13.1,54.8,0.8234,12.0,23.0,1.0,3.0,3.0333333333333328,221.33333333333334,130.66666666666666,15.033333333333333,3.0,220.0,131.0,15.5
2004-03-23 13:00:00,3.5,1310.0,325.0,16.9,1207.0,208.0,770.0,132.0,1847.0,1301.0,13.8,53.4,0.8351,13.0,23.0,1.0,3.0,3.0666666666666664,211.66666666666666,130.66666666666666,15.266666666666666,2.7,207.0,129.0,13.4
2004-03-23 14:00:00,2.8,1171.0,268.0,12.4,1064.0,160.0,881.0,110.0,1639.0,1097.0,16.0,42.4,0.7674,14.0,23.0,1.0,3.0,3.0,191.66666666666666,123.66666666666667,14.233333333333334,3.5,208.0,132.0,16.9
2004-03-23 15:00:00,1.9,1112.0,136.0,10.1,980.0,131.0,924.0,99.0,1589.0,900.0,14.1,49.8,0.7971,15.0,23.0,1.0,3.0,2.733333333333333,166.33333333333334,113.66666666666667,13.133333333333335,2.8,160.0,110.0,12.4
2004-03-23 16:00:00,2.0,1132.0,118.0,8.7,927.0,128.0,944.0,100.0,1570.0,781.0,12.0,61.1,0.8537,16.0,23.0,1.0,3.0,2.233333333333333,139.66666666666666,103.0,10.4,1.9,131.0,99.0,10.1
2004-03-23 17:00:00,3.0,1225.0,276.0,13.8,1111.0,176.0,818.0,122.0,1719.0,1013.0,13.6,54.6,0.8465,17.0,23.0,1.0,3.0,2.2999999999999994,145.0,107.0,10.866666666666669,2.0,128.0,100.0,8.7
2004-03-23 18:00:00,1.9,1065.0,151.0,9.3,953.0,107.0,962.0,97.0,1514.0,790.0,13.7,49.5,0.7695,18.0,23.0,1.0,3.0,2.2999999999999994,137.0,106.33333333333333,10.600000000000001,3.0,176.0,122.0,13.8
2004-03-23 19:00:00,2.7,1236.0,236.0,13.0,1084.0,131.0,854.0,112.0,1688.0,1059.0,11.7,57.1,0.7822,19.0,23.0,1.0,3.0,2.5333333333333328,138.0,110.33333333333333,12.033333333333337,1.9,107.0,97.0,9.3
2004-03-23 20:00:00,3.3,1309.0,220.0,14.3,1126.0,166.0,812.0,128.0,1722.0,1205.0,11.5,58.2,0.7867,20.0,23.0,1.0,3.0,2.6333333333333333,134.66666666666666,112.33333333333333,12.200000000000003,2.7,131.0,112.0,13.0
2004-03-23 21:00:00,1.7,1089.0,87.0,7.6,884.0,89.0,1006.0,101.0,1487.0,975.0,12.6,54.2,0.7881,21.0,23.0,1.0,3.0,2.5666666666666664,128.66666666666666,113.66666666666667,11.633333333333335,3.3,166.0,128.0,14.3
2004-03-23 22:00:00,1.3,1000.0,81.0,5.3,776.0,81.0,1141.0,96.0,1375.0,896.0,12.0,54.9,0.7664,22.0,23.0,1.0,3.0,2.0999999999999996,112.0,108.33333333333333,9.066666666666668,1.7,89.0,101.0,7.6
2004-03-23 23:00:00,1.3,1041.0,74.0,5.4,782.0,78.0,1105.0,86.0,1425.0,911.0,11.0,61.4,0.8057,23.0,23.0,1.0,3.0,1.433333333333333,82.66666666666667,94.33333333333333,6.100000000000001,1.3,81.0,96.0,5.3
2004-03-24 00:00:00,1.2,1045.0,55.0,4.9,756.0,70.0,1137.0,85.0,1411.0,902.0,11.1,62.2,0.8199,0.0,24.0,2.0,3.0,1.2666666666666664,76.33333333333333,89.0,5.200000000000002,1.3,78.0,86.0,5.4
2004-03-24 01:00:00,1.1,997.0,74.0,4.6,744.0,76.0,1151.0,79.0,1405.0,832.0,10.8,62.5,0.8082,1.0,24.0,2.0,3.0,1.1999999999999997,74.66666666666667,83.33333333333333,4.966666666666668,1.2,70.0,85.0,4.9
2004-03-24 02:00:00,0.9,948.0,35.0,2.7,634.0,43.0,1320.0,61.0,1326.0,715.0,11.3,60.0,0.8025,2.0,24.0,2.0,3.0,1.0666666666666662,63.0,75.0,4.066666666666668,1.1,76.0,79.0,4.6
2004-03-24 06:00:00,0.8,954.0,32.0,1.7,561.0,43.0,1496.0,57.0,1255.0,612.0,10.8,57.2,0.7382,6.0,24.0,2.0,3.0,0.6999999999999995,40.333333333333336,59.0,1.5333333333333343,0.6,34.0,54.0,1.2
2004-03-24 07:00:00,1.2,1045.0,84.0,4.8,751.0,79.0,1186.0,75.0,1403.0,800.0,10.4,59.2,0.7455,7.0,24.0,2.0,3.0,0.8666666666666664,52.0,62.0,2.5666666666666678,0.8,43.0,57.0,1.7
2004-03-24 08:00:00,3.1,1383.0,245.0,13.8,1109.0,174.0,832.0,97.0,1706.0,1173.0,11.0,57.3,0.7501,8.0,24.0,2.0,3.0,1.7,98.66666666666667,76.33333333333333,6.766666666666668,1.2,79.0,75.0,4.8
2004-03-24 09:00:00,4.4,1597.0,553.0,23.7,1395.0,235.0,652.0,110.0,2080.0,1519.0,11.2,56.9,0.7565,9.0,24.0,2.0,3.0,2.9,162.66666666666666,94.0,14.100000000000001,3.1,174.0,97.0,13.8
2004-03-24 10:00:00,3.4,1318.0,450.0,14.2,1124.0,218.0,762.0,113.0,1770.0,1287.0,12.1,54.9,0.7734,10.0,24.0,2.0,3.0,3.6333333333333333,209.0,106.66666666666667,17.233333333333334,4.4,235.0,110.0,23.7
2004-03-24 11:00:00,1.7,1138.0,118.0,8.0,898.0,136.0,950.0,88.0,1505.0,966.0,15.1,44.3,0.7535,11.0,24.0,2.0,3.0,3.1666666666666665,196.33333333333334,103.66666666666667,15.300000000000002,3.4,218.0,113.0,14.2
2004-03-24 12:00:00,1.5,1098.0,118.0,6.7,842.0,117.0,1012.0,85.0,1440.0,828.0,15.6,40.6,0.7146,12.0,24.0,2.0,3.0,2.1999999999999997,157.0,95.33333333333333,9.633333333333335,1.7,136.0,88.0,8.0
2004-03-24 13:00:00,1.7,1118.0,144.0,8.7,927.0,119.0,959.0,96.0,1477.0,825.0,16.9,34.6,0.6597,13.0,24.0,2.0,3.0,1.6333333333333335,124.0,89.66666666666667,7.800000000000001,1.5,117.0,85.0,6.7
2004-03-24 14:00:00,2.2,1170.0,159.0,10.8,1009.0,126.0,879.0,106.0,1566.0,872.0,16.6,35.6,0.6697,14.0,24.0,2.0,3.0,1.8,120.66666666666667,95.66666666666667,8.733333333333334,1.7,119.0,96.0,8.7
2004-03-24 17:00:00,2.8,1353.0,320.0,13.4,1096.0,195.0,774.0,130.0,1783.0,1159.0,11.7,69.1,0.9497,17.0,24.0,2.0,3.0,2.75,164.0,115.66666666666667,10.500000000000002,2.7,197.0,126.0,11.4
2004-03-24 18:00:00,2.7,1260.0,263.0,12.0,1050.0,156.0,828.0,111.0,1722.0,979.0,10.7,68.5,0.8794,18.0,24.0,2.0,3.0,2.733333333333333,182.66666666666666,122.33333333333333,12.266666666666667,2.8,195.0,130.0,13.4
2004-03-24 19:00:00,4.5,1501.0,556.0,20.2,1302.0,247.0,681.0,134.0,2008.0,1311.0,10.7,67.3,0.8643,19.0,24.0,2.0,3.0,3.3333333333333335,199.33333333333334,125.0,15.200000000000003,2.7,156.0,111.0,12.0
2004-03-24 20:00:00,3.5,1273.0,458.0,14.4,1130.0,190.0,795.0,136.0,1744.0,1071.0,10.8,65.7,0.8486,20.0,24.0,2.0,3.0,3.5666666666666664,197.66666666666666,127.0,15.533333333333337,4.5,247.0,134.0,20.2
2004-03-24 21:00:00,2.6,1179.0,214.0,9.4,955.0,169.0,928.0,125.0,1571.0,899.0,10.3,66.3,0.8336,21.0,24.0,2.0,3.0,3.533333333333333,202.0,131.66666666666666,14.66666666666667,3.5,190.0,136.0,14.4
2004-03-24 22:00:00,1.7,1047.0,97.0,5.9,809.0,118.0,1064.0,108.0,1435.0,766.0,10.1,66.9,0.8248,22.0,24.0,2.0,3.0,2.6,159.0,123.0,9.9,2.6,169.0,125.0,9.4
2004-03-24 23:00:00,1.3,973.0,79.0,4.5,739.0,81.0,1186.0,87.0,1354.0,589.0,10.4,61.1,0.7717,23.0,24.0,2.0,3.0,1.8666666666666665,122.66666666666667,106.66666666666667,6.600000000000001,1.7,118.0,108.0,5.9
2004-03-25 00:00:00,1.3,997.0,81.0,4.5,737.0,80.0,1168.0,89.0,1341.0,631.0,10.3,59.9,0.7516,0.0,25.0,3.0,3.0,1.4333333333333333,93.0,94.66666666666667,4.966666666666668,1.3,81.0,87.0,4.5
2004-03-25 01:00:00,1.0,970.0,52.0,2.5,621.0,42.0,1400.0,58.0,1249.0,479.0,11.0,58.4,0.7686,1.0,25.0,3.0,3.0,1.2,67.66666666666667,78.0,3.8333333333333344,1.3,80.0,89.0,4.5
2004-03-25 02:00:00,0.7,902.0,38.0,1.8,568.0,38.0,1450.0,54.0,1253.0,479.0,9.1,68.1,0.789,2.0,25.0,3.0,3.0,1.0,53.333333333333336,67.0,2.933333333333335,1.0,42.0,58.0,2.5
2004-03-25 05:00:00,0.5,878.0,21.0,0.6,457.0,12.0,1935.0,20.0,1158.0,344.0,9.9,66.8,0.8152,5.0,25.0,3.0,3.0,0.5666666666666667,15.0,24.0,0.966666666666668,0.5,18.0,28.0,0.9
2004-03-25 06:00:00,0.6,893.0,46.0,1.4,540.0,43.0,1604.0,51.0,1268.0,413.0,7.6,83.2,0.8695,6.0,25.0,3.0,3.0,0.5333333333333333,24.333333333333332,33.0,0.9666666666666678,0.5,12.0,20.0,0.6
